5.999999999999999778e-01,3.500000000000000000e+00
5.999999999999999778e-01,3.500000000000000000e+00
6.396569293985034932e-01,3.503380242512152076e+00
7.180193360837597849e-01,3.513695285477942409e+00
8.348269204265749144e-01,3.527982845495808650e+00
9.897739700287270237e-01,3.540741382902080847e+00
1.180717088786693347e+00,3.548354075399057450e+00
1.390702511048043766e+00,3.551144991720951882e+00
1.600812888076399432e+00,3.549408583886882074e+00
1.810471580132880343e+00,3.546877540583567523e+00
2.019519838510064780e+00,3.542304649644354875e+00
2.226100344988808377e+00,3.541174459119824647e+00
2.428223966710625348e+00,3.538936904933728922e+00
2.628511141520741834e+00,3.538107482009484883e+00
2.828569237441805218e+00,3.540290101557207691e+00
3.033221139824413104e+00,3.544877753517932994e+00
3.248144147817981331e+00,3.549993201543650834e+00
3.464790729829594795e+00,3.554040850339718283e+00
3.683900206124456567e+00,3.557574695081098692e+00
3.892039161103412415e+00,3.561462032274973932e+00
