5.999999999999999778e-01,3.500000000000000000e+00
5.999999999999999778e-01,3.500000000000000000e+00
6.395940380150794136e-01,3.503318556472242218e+00
7.173109106667430179e-01,3.517008477483425821e+00
8.330654676078668164e-01,3.538007569883110826e+00
9.870751053511884754e-01,3.556624168139602471e+00
1.176849488785241871e+00,3.570454646597364778e+00
1.384125404020687844e+00,3.576401173329153860e+00
1.598799974858529094e+00,3.578820741561261620e+00
1.811508294731180246e+00,3.581395294354217107e+00
2.019641174394187555e+00,3.585028159276417714e+00
2.230728220000903317e+00,3.590748300261570769e+00
2.432429171043297700e+00,3.597173550354740179e+00
2.631882662826259267e+00,3.603843316971137245e+00
2.833643180953105745e+00,3.613090274690038850e+00
3.028500313123198229e+00,3.624468286287761742e+00
3.234977769584174823e+00,3.638342860632690634e+00
3.452442462582607341e+00,3.654244829216543256e+00
3.668115098121727868e+00,3.670089630098464450e+00
3.885402140859793185e+00,3.682280357896142053e+00
4.097164988883166714e+00,3.689438060255200380e+00
4.324221826030634652e+00,3.701389271626801758e+00
4.539866052725685996e+00,3.712845607657886404e+00
