5.000000000000000000e+00,1.000000000000000000e+01
5.000000000000000000e+00,1.000000000000000000e+01
5.039202673516490094e+00,1.000365071667405381e+01
5.117017711900579968e+00,1.001295182485514879e+01
5.233432239753724957e+00,1.002434707522457558e+01
5.388290634115148414e+00,1.002909232037485410e+01
5.579233114072454924e+00,1.002097494965129520e+01
5.799929126640619437e+00,9.997405322427724172e+00
6.041387795947604111e+00,9.965290025485570524e+00
6.288075089402628493e+00,9.932185256485571045e+00
6.533963254799142639e+00,9.898772561949421345e+00
6.780705897077581312e+00,9.866726696766066951e+00
7.028894003635651089e+00,9.832771203468723797e+00
7.281565050932709227e+00,9.795702320698399745e+00
7.535037303931318320e+00,9.756415855322330799e+00
7.789814963780944623e+00,9.717271389099769507e+00
8.045377316446367999e+00,9.678477530589841393e+00
8.302233227543084126e+00,9.640218642875252542e+00
8.560219816506382529e+00,9.604990249832288995e+00
8.817813783482682410e+00,9.571085111202211948e+00
9.075063644629667081e+00,9.539564701420722770e+00
9.331135437257110254e+00,9.510615898974473126e+00
9.586465257475502710e+00,9.484944737223807820e+00
9.842720687499188159e+00,9.461122477820527621e+00
1.010377466654053258e+01,9.439813807776198828e+00
1.036696896719661964e+01,9.417978780283942086e+00
1.063008042523985175e+01,9.394898584888327520e+00
1.089161487659243477e+01,9.370108948605231802e+00
1.114813938531004034e+01,9.343664716638865997e+00
1.140283106024105031e+01,9.314856374048831711e+00
1.165389199334598480e+01,9.282888449841747658e+00
1.190116965196038734e+01,9.247087032006483298e+00
1.214626347910681048e+01,9.210625862218906335e+00
1.239094032255730937e+01,9.173653679432325347e+00
1.263778991705606281e+01,9.136518295764897601e+00
1.288860019877465390e+01,9.099787664802519771e+00
1.313734698998120010e+01,9.066364098103601776e+00
1.338714825002707087e+01,9.034167717437568967e+00
1.363658276908625488e+01,9.003905234589705486e+00
1.388504155226083192e+01,8.974654253523192793e+00
1.413278393856523429e+01,8.946321512813039334e+00
1.438529431222030297e+01,8.918013593385142102e+00
1.463600270246399049e+01,8.888497748658572561e+00
1.488387967639872045e+01,8.857081677712882239e+00
1.513210380145019229e+01,8.825829854617696313e+00
1.537763767136731907e+01,8.793333241340675954e+00
1.562021064660754810e+01,8.765159967901212212e+00
1.586252010709737625e+01,8.735077412902999328e+00
1.610463259157973681e+01,8.709691696913932191e+00
1.634885311551557763e+01,8.685221241399633030e+00
1.659539326713292695e+01,8.663483689290611522e+00
1.683985220922396664e+01,8.643850844760001095e+00
1.708284109619798130e+01,8.625772960886054719e+00
1.732171239270856589e+01,8.607818035137356105e+00
1.755656541444008312e+01,8.588199946997940870e+00
1.778984673387865101e+01,8.564512928684672843e+00
1.802279751485535897e+01,8.536996516272568059e+00
1.825485060592372477e+01,8.505955841946637008e+00
1.848620654421857878e+01,8.469957185929294141e+00
1.871670830368155691e+01,8.428723691354356617e+00
1.894765565806719465e+01,8.384416690754742163e+00
1.917921449785417209e+01,8.337019636206287387e+00
1.941300109445491984e+01,8.286060242845035617e+00
1.964107991441423806e+01,8.232234358159944421e+00
1.986601963307300878e+01,8.173700747683710688e+00
2.008988904555156552e+01,8.115239871534242866e+00
2.031015480963010589e+01,8.062218796725955983e+00
2.053290642220586548e+01,8.013301984133413214e+00
2.075457010488682741e+01,7.969289139637570685e+00
2.097290683804311584e+01,7.928775465670208966e+00
2.118824472605368214e+01,7.889053514137584600e+00
2.139877177638350148e+01,7.848736977890286681e+00
2.160115559127732965e+01,7.805423905282681929e+00
